id,nameKR,ribbon,bookYear,phone,priceRangeMin,priceRangeMax,businessHours,menu,dayOff,OpenDate,roadAddr,jibunAddr,detailAddress,siNm,sggNm,emdNm,zone2_1,zone2_2,lat,lng,review,foodTypes,ribbon_num
37892,커피플라워,NOT,2025,0507-1351-7846,50000.0,7000.0,,,,2017년 11월 17일,경상남도 진주시 남강로 36  (판문동),경상남도 진주시 판문동 1240-49,커피플라워,경상남도,진주시,판문동,경남,진주시,35.1646942445141,128.038722268298,아늑한 분위기의 카페. 매장은 1층과 2층으로 운영되며 매장 한 편에 다채로운 찻잔들을 전시해 놓았다. 야외 정원에는 프라이빗한 좌석도 마련되어 있다. 오후 3시부터 5시에는 음료를 주문한 손님 한정으로 갓 수확한 햇콩과 신상 원두로 내린 커피를 무료로 내어준다. ,"카페/커피/티, 카페",0
6841,금왕식당,NOT,2025,043-645-9100,10000.0,30000.0,05:00~16:00 ,"다슬기해장국(1만3천원), 다슬기전(2만원), 다슬기무침(3만원), 갈비탕, 해물순두부(각 1만원)",화요일 휴무,,충청북도 제천시 내토로7길 2  (천남동),충청북도 제천시 천남동 162-13,,충청북도,제천시,천남동,충북,제천시,37.130527209195,128.184542075798,"다슬기(올뱅이)해장국을 전문으로 하는 곳. 된장을 베이스로 한 국물에 달걀을 입힌 다슬기와 아욱 등이 푸짐하게 들어가 시원한 맛을 낸다. 다슬기해장국 외에도 선지해장국, 황태해장국, 뼈다귀해장국 등의 해장국을 선보이고 있다.","한식(민물어패류), 다슬기",0
38000,쿠로비,NOT,2025,0507-1354-6203,9900.0,27900.0,,,,2023년 12월 22일,전라남도 광양시 눈소5길 24  (마동),전라남도 광양시 마동 1196-2,예솔빌딩 1층 전층,전라남도,광양시,마동,전남,광양시,34.9364565489904,127.709730819926,"레몬 먹물 파스타와 크림 파스타를 조합한 쿠로시로 파스타를 선보이는 이탈리안 레스토랑. 수비드로 조리한 부챗살스테이크도 인기 메뉴로, 예약을 추천한다. 재첩과 마늘, 올리브오일로 맛을 낸 재첩알리오올리오도 추천 메뉴.",이탈리아식,0
6844,의령소바,NOT,2025,055-572-0885  ,8000.0,10000.0,10:00~20:00(마지막 주문 19:30) ,"온메밀국수(8천원), 냉메밀국수, 비빔메밀국수(각 9천원), 장터소국밥, 장터해장국, 선지해장국(각 1만원)",연중무휴,1978년 ,경상남도 의령군 의령읍 의병로18길 3-5,경상남도 의령군 의령읍 서동리 491-30 의령소바본점,,경상남도,의령군,의령읍,경남,의령군,35.319184,128.260805,의령 메밀을 사용한 소바로 오랜 역사를 자랑하는 집. 직접 손으로 면을 뽑으며 한국식으로 사골육수와 과일을 넣은 소스를 사용하고 있다.,"일식, 소바",0
38268,찰스아노,NOT,2025,0507-1401-3581,5900.0,22000.0,,,,2023년 06월 25일,경상북도 경산시 남산면 삼성현문화길 9,경상북도 경산시 남산면 인흥리 360-4,,경상북도,경산시,남산면,경북,경산시,35.7982606505267,128.79852735246,"시크한 분위기가 감도는 대형 카페. 고급스러운 공간에서 흑임자크림라테와 생딸기빙수를 선보인다. 전망이 좋은 테라스와 루프탑도 마련되어 있으며, 트러플크림양송이마팔디네와 브리오슈프렌치토스트 등의 식사도 맛볼 수 있다.","기타, 브런치카페, 카페/커피/티, 카페",0
38735,까사디차차,NOT,2025,0507-1397-2966,4000.0,9000.0,,,,2022년 08월 30일,경기도 이천시 서희로40번길 7  (중리동),경기도 이천시 중리동 193-6,,경기도,이천시,중리동,경기,이천시,37.2792275876541,127.442897888785,"벽돌 주택을 개조하여 감성 있는 분위기로 인테리어 한 카페. 화이트 초콜릿과 바닐라빈으로 맛을 낸 차차라테, 직접 만든 바닐라빈 크림이 들어간 미소라테를 맛볼 수 있다. 딸기듀오크림파이, 에그타르트, 공주밤치즈파이도 디저트 메뉴로 선보인다. ","카페/커피/티, 카페",0
38743,인크커피(다산점),NOT,2025,0507-1317-0275,5000.0,17000.0,,,,2023년 12월 21일,경기도 남양주시 다산순환로 20  (다산동),경기도 남양주시 다산동 6143,현대프리미어캠퍼스 ,경기도,남양주시,다산동,경기,남양주시,37.6125857877932,127.151716222848,"종로 서적과 협업하여 지하 1층부터 지상 1층까지 대형 카페 공간을 선보이는 곳. 책을 읽으며 커피를 마실 수 있는 문화공간이다. 다양한 베이커리와 봉골레파스타, 크림트러플파스타도 맛볼 수 있다. ","베이커리, 카페/커피/티, 북카페",0
39010,위드위치,NOT,2025,032-467-8784,10900.0,18400.0,09:00~21:00(마지막 주문 20:00) ,"루콜라채소샌드위치(7천8백원), 베이컨듬뿍샌드위치(9천5백원), 깻잎바싹불고기샌드위치, 닭가슴살샌드위치(각 9천6백원), 바비큐샌드위치(8천9백원), 아보카도루콜라샌드위치(1만5백원), 깻잎라구파스타",연중무휴,2019년 02월 15일,인천광역시 남동구 선수촌공원로 36  (구월동),인천광역시 남동구 구월동 1527 더블루시티,더블루시티 107호 ,인천광역시,남동구,구월동,인천,남동구,37.4421653122498,126.710549332736,"직접 로스팅한 커피와 다양한 종류의 샌드위치를 맛볼 수 있는 카페. 바싹불고기샌드위치, 아보카도루콜라샌드위치, 바비큐샌드위치 등 다양한 맛이 준비되어 있다. 깻잎라구파스타도 인기 있는 메뉴.","베이커리, 샌드위치, 기타, 브런치카페",0
6898,덕성루,NOT,2025,033-574-8860  ,7000.0,30000.0,11:30~15:00/17:00~20:00(마지막 주문 19:30) ,"짜장면(7천원), 간짜장, 짬뽕, 볶음밥(각 8천원), 탕수육(소 2만원, 중 2만5천원, 대 3만원), 중식냉면(하절기 1만2천원)",수요일 휴무,,강원특별자치도 삼척시 대학로 16-2 (당저동),강원특별자치도 삼척시 당저동 180-7,,강원특별자치도,삼척시,당저동,강원,삼척시,37.442485,129.163492,"동해의 덕취원과 함께 오랜 역사를 자랑하는 곳으로, 화교가 운영하는 정통 화상 중식당이다. 짜장면과 볶음밥이 맛있다. 옛날스타일의 탕수육도 기본 이상은 한다.","중식, 일반중식",0
39310,아우트로커피,NOT,2025,043-221-6222,3400.0,7500.0,,,,2020년 09월 26일,충청북도 청주시 상당구 낭성면 산성로 676,충청북도 청주시 상당구 낭성면 현암리 319-1,,충청북도,청주시 상당구,낭성면,충북,청주시,36.6505811057411,127.546299947156,"독특한 구조의 건물에 자리한 대형 카페. 커피와 베이커리를 함께 즐기기 좋으며 흑임자 크림 라테와 레몬 사운드를 많이 찾는 편이다. 커피는 직접 로스팅한 원두를 고를 수 있으며 아우트로 블렌딩은 고소하고, 은은한 단맛이 특징이다.",베이커리,0
39422,흐른,NOT,2025,051-941-3990,40004500.0,7500.0,,,,2024년 03월 11일,부산광역시 강서구 식만로 112  (식만동),부산광역시 강서구 식만동 871,,부산광역시,강서구,식만동,부산,강서구,35.2043969584414,128.906092010381,"강변 산책로를 갖춘 낙동강뷰 카페. 고소한 땅콩 크림이 올라간 흐른라테가 시그니처 음료 중 하나이며, 퀸아망, 애플크림치즈파이와 함께 커피를 즐길 수 있다. 크루아상이 인기 있는 메뉴 중 하나로 추천할만하다.","카페/커피/티, 카페",0
39593,에피,NOT,2025,0507-1415-9224,5500.0,7900.0,,,,2022년 12월 15일,충청북도 청주시 청원구 내수읍 도원세교로 350,충청북도 청주시 청원구 내수읍 덕암리 11,1층,충청북도,청주시 청원구,내수읍,충북,청주시,36.695408886255,127.557780958214,"달콤한 크림을 올린 크림라테, 피넛 크림을 곁들인 피넛라테, 직접 만든 크림이 올라간 콜드브루화이트 등을 선보이는 카페. 크루아상과 쿠키를 조합한 크루키를 색다르게 맛볼 수 있으며 치킨커리미트파이도 추천할 만하다. ","카페/커피/티, 카페",0
39631,투폴드,NOT,2025,0507-1356-0685,3500.0,6800.0,,,,2023년 04월 08일,경상남도 함안군 칠서면 삼칠로 1150-1,경상남도 함안군 칠서면 계내리 305-4,,경상남도,함안군,칠서면,경남,함안군,35.3816251675243,128.489097384523,저수지와 탁 트인 숲뷰를 감상할 수 있는 카페. 야외석도 마련되어 있어 풍경을 즐기며 여유롭게 커피 한잔하기 좋다. 음료 외에 베이커리나 아이스크림 등 먹을거리도 다양하다.,"카페/커피/티, 카페",0
39642,필름시네마,NOT,2025,0507-1335-8420,4500.0,9500.0,12:00~23:00,"씨네마커피(6천5백원), 핸드드립커피(6천원), 아메리카노(4천5백원), 카페라테(5천원), 바닐라라테(5천5백원), 전남친딸기라테(6천원), 씨네마토스트(9천5백원), 제철과일생크림케이크, 중앙동티라미수(",월요일 휴무,2023년 07월 06일,경기도 안산시 단원구 고잔로 108  (고잔동),경기도 안산시 단원구 고잔동 539-2,롯데시네마 센트럴락 3층,경기도,안산시 단원구,고잔동,경기,안산시,37.3185731848194,126.838037384741,영화 포스터와 어둑한 조명으로 아늑하게 인테리어한 카페. 음료를 주문하면 영화 포스터를 넣은 LP판 모양의 코스터를 고를 수 있다. 즉석으로 자리에서 토치로 커스터드 크림을 녹여주는 씨네마토스트가 인기 메뉴. ,"카페/커피/티, 카페",0
6907,송연,NOT,2025,041-554-2330  ,20000.0,88000.0,,,,,충청남도 천안시 동남구 양지말1길 11-4 (유량동),충청남도 천안시 동남구 유량동 157 송연,,충청남도,천안시 동남구,유량동,충남,천안시,36.815269,127.185557,"정갈한 한식을 먹을 수 있는 곳. 코스로 요리를 먹은 후 반찬과 생선, 밥이 나온다. 그릇 세팅도 깔끔하고 한옥으로 된 건물 분위기도 좋다.","한식(일반한식), 한정식",0
40065,엠아르 (남양주본점),NOT,2025,0507-1427-0913,8000.0,23000.0,,,,2019년 11월 01일,경기도 남양주시 화도읍 북한강로 1602-22,경기도 남양주시 화도읍 금남리 192-5 리즈갤러리,리즈갤러리,경기도,남양주시,화도읍,경기,남양주시,37.6502850810888,127.368813708654,"북한강을 바라보며 브런치 메뉴를 즐길 수 있는 곳. 엠아르샐러드, 직접 만든 리코타 치즈를 사용한 샐러드, 마운틴버거를 선보인다. 시나몬크림커피도 추천하며 머시룸버거가 인기 있다. 매장 2층은 노키즈존으로 운영된다.","기타, 브런치카페",0
6909,한일한정식,NOT,2025,041-576-8887  ,11000.0,60000.0,11:00~21:00 ,"돌솥삼계탕(1만4천원), 돌솥정식(1만3천원), 한일정식(1만원), 소머리국밥(1만1천원)",명절 당일 휴무,2018년 ,충청남도 천안시 서북구 미라1길 3 (쌍용동),충청남도 천안시 서북구 쌍용동 1130 한일한정식,,충청남도,천안시 서북구,쌍용동,충남,천안시,36.80266,127.127851,"백반 스타일의 한정식집. 시래기나물과 잡채, 김치전, 도토리묵, 불고기, 계란찜 등의 반찬이 푸짐하면서도 맛깔스럽다. 밥은 돌솥밥에 나온다. 삼계탕도 인기 메뉴 중 하나.","한식(일반한식), 한정식, 한식(가금류), 삼계탕",0
40091,커피쟁이비버씨,NOT,2025,033-264-7744,4500.0,15000.0,,,,2010년 12월 08일,강원특별자치도 춘천시 동내면 거두택지길 93-1,강원특별자치도 춘천시 동내면 거두리 1111-6,1층,강원특별자치도,춘천시,동내면,강원,춘천시,37.8562703538433,127.759215937456,다락방이 있는 아늑한 분위기의 카페. 비버의 숲과 비버프레소를 선보이며 카페 곳곳에는 비버 인형이 놓여있다. 핸드드립 커피와 옛날 코코아도 즐길 수 있다. ,"카페/커피/티, 카페",0
40094,일로일로,NOT,2025,0507-1309-9663,2500.0,7000.0,,,,2022년 08월 03일,전라남도 무안군 일로읍 삼일로 613,전라남도 무안군 일로읍 용산리 636,일로일로,전라남도,무안군,일로읍,전남,무안군,34.8575698338933,126.49923396431,"다목적 문화 공간과 카페를 겸하는 대형 베이커리 카페. 간단한 베이커리와 함께 음료를 즐길 수 있다. 매장 내부는 넓고, 깔끔하게 꾸며져 있으며 넓은 정원과 꽃밭도 있다.",베이커리,0
6918,리정식당,NOT,2025,043-254-8947  ,10000.0,39000.0,08:00~21:30(마지막 주문 21:00) ,"육개장, 설렁탕(각 1만원, 특 1만2천원), 수육(소 3만원, 대 3만5천원)",일요일 휴무,1958년 ,충청북도 청주시 청원구 우암로 71-1 (내덕동),충청북도 청주시 청원구 내덕동 297-12,,충청북도,청주시 청원구,내덕동,충북,청주시,36.65451,127.486628,설렁탕과 육개장이 유명한 집. 60여 년 넘는 역사를 자랑한다. 깔끔한 국물의 설렁탕은 담백한 맛으로 인기가 좋다. 다진 마늘과 송송 썬 대파가 푸짐하게 들어간 육개장은 칼칼한 맛이 좋다. 잘 삶은 수육을 곁들이는 것도 좋다. 저녁때는 술 한잔 하기에도 좋다.,"한식(탕/국/찌개/전골), 설렁탕, 육개장",0
40102,랜드마크195,NOT,2025,070-4060-1127,5500.0,32000.0,,,,2023년 09월 22일,충청남도 천안시 동남구 유량로 195  (유량동),충청남도 천안시 동남구 유량동 323-3,,충청남도,천안시 동남구,유량동,충남,천안시,36.813068396526,127.17987083869,"다양한 빵과 파스타와 피자, 스테이크 등 식사까지 즐길 수 있는 대형 베이커리 카페. 울창한 야자수와 꽃으로 내부를 꾸몄다. 토마호크스테이크와 부라타페스토파스타가 인기 있으며 콘베이컨옥수수피자와 히말라야 핑크솔트가 들어간 랜드마크라테도 추천 메뉴.",베이커리,0
6932,산마을식당,NOT,2025,054-791-4643  ,13000.0,30000.0,08:30~19:00 ,"산채비빔밥(1만3천원), 산채전(1만3천원), 산채정식(3인 이상 예약 필수, 1인 3만원)",동절기(12월~2월) 휴무,,경상북도 울릉군 북면 나리길 588,경상북도 울릉군 북면 나리 136-3,,경상북도,울릉군,북면,경북,울릉군,37.520927,130.869023,"울릉도에서 나는 산나물로 요리한 산채비빔밥을 먹을 수 있는 곳이다. 고비나물, 부지깽이나물, 생더덕, 취나물 등 여러 가지 울릉도산 나물로 채워진다. 나물을 잘 비벼 시래깃국과 함께 먹으면 일품이다. 뱃길 사정이 나쁘면 문을 열지 않으니 방문 전 전화를 해보는 것이 좋다.","한식(일반한식), 산채비빔밥",0
40560,카페533,NOT,2025,0507-1393-3131,4000.0,20000.0,,,,,강원특별자치도 원주시 꽃밭머리길 86-17  (행구동),강원특별자치도 원주시 행구동 287,,강원특별자치도,원주시,행구동,강원,원주시,37.3478360548367,128.016452581603,"더치커피를 베이스로 한 553크림라테를 시그니처 음료로 선보이는 곳으로, 치악산 해발 553m 고지에 자리한 전망이 좋은 카페다. 여름 한정 메뉴인 눈꽃팥빙수, 인절미눈꽃빙수, 수박주스 등을 추천한다.","카페/커피/티, 카페",0
40630,너와숲,NOT,2025,010-2221-5882,1500.0,6800.0,,,,,경상북도 구미시 고아읍 들성로 171-34,경상북도 구미시 고아읍 원호리 10,,경상북도,구미시,고아읍,경북,구미시,36.1595948262367,128.338173371299,"대나무 숲이 있는 고즈넉한 분위기의 한옥 카페. 안채와 별채, 그리고 반려견 동반이 가능한 공간이 따로 마련되어 있다. 음료는 진한 쑥향의 쑥크림라테와 고소한 흑임자라테를 추천.","카페/커피/티, 카페",0
40701,광덕리329,NOT,2025,0507-1485-2069,3000.0,6000.0,,,,,강원특별자치도 화천군 사내면 포화로 828,강원특별자치도 화천군 사내면 광덕리 329-18,,강원특별자치도,화천군,사내면,강원,화천군,38.0666320353412,127.495730781434,"주인장과 마을 주민들이 직접 재배한 농산물로 커피를 제외한 모든 메뉴를 만드는 카페. 건강하고 정성이 가득한 음료와 디저트가 준비되어 있으며, 토마토빵과 바질빵이 특히 인기다.","카페/커피/티, 카페",0
40739,메르오르블랙,NOT,2025,031-376-3977,3500.0,8500.0,10:00~20:50(마지막 주문 20:30) ,"에스프레소(5천원), 아메리카노(5천8백원), 카페라테(6천5백원), 홀리데이로맨스(8천원), 흑임자크림커피(8천원), 치즈아일랜드(8천5백원), 소금빵(3천5백원), 단팥빵(3천5백원), 감자베이글(5천원), 크",연중무휴,,경기도 오산시 남부대로 26  (두곡동),경기도 오산시 두곡동 1-2,,경기도,오산시,두곡동,경기,오산시,37.1349325891774,127.038476766894,"원목과 블랙으로 인테리어한 고급스러운 분위기의 카페. 통창으로 푸른 숲 뷰를 감상할 수 있고, 2층 중앙에는 식물 온실이 있다. 메르오르블랙에서는 다양한 베이커리와 음료를, 메르오르 본점에서는 브런치를 즐길 수 있다. ","카페/커피/티, 카페",0
40748,몬떼델피노,NOT,2025,0507-1440-7678,4000.0,7500.0,10:00~22:00 ,"에스프레소(5천원), 아메리카노(5천5백원), 카페라테(6천원), 고구마라테(6천5백원), 블루베리요거트스무디(7천5백원), 고르곤졸라(6천원), 크루아상(4천원), 망고무스(7천원), 티라미수(7천5백원), 아메",연중무휴,,경기도 김포시 양촌읍 김포한강6로 49-19,경기도 김포시 양촌읍 석모리 309-1,,경기도,김포시,양촌읍,경기,김포시,37.6467865030848,126.655200645997,"라이브 공연이 있는 조경이 멋진 대형 카페. 매일 14:30, 18:30, 19:30, 20:20에 40분씩 공연을 진행한다. 화요일에서 토요일까지 브런치 메뉴도 함께 맛볼 수 있다.","카페/커피/티, 카페",0
40752,묘운,NOT,2025,0507-1379-1072,6000.0,11000.0,11:00~19:00(마지막 주문 18:30) ,"아메리카노(6천원), 카페라테(6천5백원), 바닐라라테(7천원), 크림라테(7천5백원), 흑임자라테(7천원), 대추라테(7천원), 콘치즈절편(8천원), 크렘브륄레(1만원), 곶감단지(1만1천원), 묘운티라미수(2만",연중무휴,,대구광역시 달성군 하빈면 육신사길 34,대구광역시 달성군 하빈면 묘리 744-1,1층,대구광역시,달성군,하빈면,대구,달성군,35.9087959487862,128.416567224731,"배롱나무들로 둘러싸여 있는 한옥 카페. 전통회화, 서예, 공예 전문가들의 협업을 통해 지어진 한옥이다. 유료 예약제로 운영하는 사랑채, 충효당, 누마루는 5인 이상부터 이용 가능하며, 공간 대여 금액은 3만원이다.","카페/커피/티, 카페",0
40805,베툴라,NOT,2025,0507-1393-9554,4000.0,7500.0,10:30~20:00(마지막 주문 19:30) ,"에스프레소(6천원), 아메리카노(6천원), 카페라테(7천원), 자작크림라테(7천원), 발로나생초코라테(7천5백원), 보성유기농말차라테(7천5백원), 딸기크루아상(6천원), 소금앙버터(4천원), 대파베이글(6천",화요일 휴무,,경기도 용인시 처인구 백암면 황새울로 223-18,경기도 용인시 처인구 백암면 석천리 925,1~3층,경기도,용인시 처인구,백암면,경기,용인시,37.1099444307632,127.353064392852,"자작나무 숲이 있는 2만5천평 규모의 테마 정원과 220평 규모의 베이커리를 겸비한 카페. 2024년에 완공된 복합문화 시설이며, 입장료 지불 후 이용 가능하다. 작은 온실, 전망대, 숙박 가능한 펜션 등 다양한 시설들이 있다. 개방된 통창으로 인테리어한 카페 내부에는 음료와 함께 즐길 수 있는 다양한 종류의 베이커리가 준비되어 있다. ","카페/커피/티, 카페",0
40817,블랙티하우스,NOT,2025,0507-1395-9232,5500.0,8000.0,,,,,경상남도 밀양시 산외면 희곡1길 91,경상남도 밀양시 산외면 희곡리 279-3,,경상남도,밀양시,산외면,경남,밀양시,35.5324971299139,128.854414958378,"동서양의 조화를 느낄 수 있는 한옥 카페. 홍차와 드립 커피 전문점이다. 고즈넉한 한옥에서 앤티크한 찻잔으로 티타임을 즐기고, 고풍스러운 그릇에 담긴 디저트를 맛볼 수 있다. 우선 예약제로 운영하는 곳으로 미리 예약 후 방문하는 것을 추천한다.","카페/커피/티, 홍차전문점",0
40851,한옥카페오시,NOT,2025,0507-1484-5486,5000.0,6500.0,11:00~18:00(마지막 주문 17:00) ,"아메리카노(5천원), 카페라테(5천5백원), 바닐라라테(6천원), 팔곰크림라테(6천원), 아인슈페너라테(6천원), 대추생강라테(6천5백원), 대추생강차(6천원), 생과일생크림케이크(변동)",수요일 휴무,,강원특별자치도 삼척시 자원길 83-25  (자원동),강원특별자치도 삼척시 자원동 149 유림정,,강원특별자치도,삼척시,자원동,강원,삼척시,37.4421172522104,129.139672957532,넓은 잔디정원과 연못을 갖추고 있는 한적한 시골마을의 한옥 카페. 매일 준비되는 디저트의 종류가 다르다. 조용하고 한적하게 커피를 즐기는 것이 가능하다. ,"카페/커피/티, 카페",0
40870,석산,NOT,2025,1533-2302,6000.0,11000.0,10:00~22:00(마지막 주문 21:30) ,"에스프레소(6천원), 아메리카노(6천원), 스탠다드라테(7천원), 오리지널아인슈페너(7천5백원), 피넛버터라테(1만원), 카카오라테(8천원), 말차라테(8천5백원), 초당옥수수라테(1만원), 브런치플레이트(2","토, 일요일 휴무",2023년 07월 24일,전라남도 목포시 고하대로 588  (죽교동),전라남도 목포시 죽교동 538-194,,전라남도,목포시,죽교동,전남,목포시,34.8018431151354,126.36573582483,"목포 항구 앞에 위치한 카페로, 탁 트인 바다를 감상할 수 있다. 약 3000평의 부지를 자랑하며, 매장 한편에서는 시즌마다 전시도 진행한다. 음료와 베이커리 외에도 브런치와 디너를 제공하여 다양한 시간대에 방문하기 좋은 곳.","카페/커피/티, 카페, 기타, 브런치카페",0
40908,스프링사운즈,NOT,2025,031-262-2002,6700.0,10000.0,,,,,경기도 용인시 수지구 동천로 339  (동천동),경기도 용인시 수지구 동천동 574,1층,경기도,용인시 수지구,동천동,경기,용인시(수지),37.3415340835717,127.068058858307,"제과제빵 40년 경력의 명장이 운영하는 큰 규모의 베이커리 카페. 규모와 비례하는 종류의 베이커리와 디저트들을 판매하고 있다. 이스트룸은 음료와 베이커리를 주문할 수 있으며, 웨스트룸은 좌석만 있는 공간으로 분리되어 있다. 체리, 딸기, 키위, 청포도 등 다양한 맛으로 즐길 수 있는 떠먹는케이크가 인기 메뉴.","카페/커피/티, 카페",0
40944,아르블룸,NOT,2025,010-9218-2799,6000.0,8000.0,11:00~17:00(마지막 주문 16:00) ,"아메리카노(6천원), 콘판나(6천5백원), 바닐라빈라테(7천2백원), 청귤에이드(7천5백원), 딥딸기라테(7천5백원), 꿀생강차(8천원), 몽블랑(7천2백원), 초코크루아상(6천2백원), 페레로로쉐케이크(7천4백원","토, 일요일 휴무",,전북특별자치도 김제시 금산면 우림로 188-26,전북특별자치도 김제시 금산면 청도리 289-2,,전북특별자치도,김제시,금산면,전북,김제시,35.7342121841908,127.046222713264,"모던한 느낌의 본관과 전통적인 한옥 분위기가 느껴지는 별관으로 이루어진 카페. 정통 프렌치 디저트와 스페셜티 커피를 맛볼 수 있다. 원두도 직접 로스팅하고 있으며, 커피 클래스도 운영하고 있다. ","카페/커피/티, 카페",0
6982,쉘리스커피,NOT,2025,033-644-2355  ,5500.0,13000.0,10:00~19:00(마지막 주문 18:00) ,"핸드드립커피(7천5백원~9천5백원), 에스프레소(5천5백원), 아메리카노(6천원), 카페라테(6천5백원), 카푸치노(6천5백원), 카페모카(7천원), 쇼콜라(7천원) 아이리시커피(1만3천원), 아이스카페오레(1만2",목요일 휴무,2005년 ,강원특별자치도 강릉시 사천면 진리해변길 95,강원특별자치도 강릉시 사천면 사천진리 266-31,,강원특별자치도,강릉시,사천면,강원,강릉시,37.840201,128.876654,사천진 바닷가에 있어 조용하고 분위기 있게 핸드드립 커피를 맛볼 수 있는 곳. 직접 로스팅하기 때문에 신선한 원두를 즐길 수 있다. 베이커리 메뉴도 준비되어 있으며 지하에는 와인 셀러가 있어 예약하면 와인도 마실 수 있다. 앤티크하면서도 아늑한 분위기가 인상적이다.,"카페/커피/티, 커피전문점, 베이커리",0
3348,목포식당,NOT,2025,061-322-2764  ,10000.0,35000.0,,,,,전라남도 함평군 함평읍 시장길 32,전라남도 함평군 함평읍 기각리 981-8,,전라남도,함평군,함평읍,전남,함평군,35.064135,126.522817,바닷가에서 사육되는 질 좋은 함평 한우를 이용한 한우 육회와 육회비빔밥을 선보인다. 남도 특유의 풍미를 맛볼 수 있는 곳으로 70년이 넘는 역사를 자랑한다.,"한식(일반한식), 육회비빔밥, 한식(육류), 육회",0
3343,매일회관,NOT,2025,063-542-7345  ,14000.0,80000.0,,,,1982년 ,전라북도 김제시 남북로 140 (요촌동),전라북도 김제시 요촌동 144-13,,전북특별자치도,김제시,요촌동,전북,김제시,35.797484,126.887119,반찬이 맛 좋기로 손꼽히는 한정식집. 30여 종의 반찬에 옛날 어머니의 손맛을 그대로 재현해 담아냈다. 밥은 찰기 있고 기름진 지평선 쌀로 짓는다. ,"한식(일반한식), 한정식",0
3342,용궁해물탕,NOT,2025,061-535-5161  ,50000.0,70000.0,,,,1990년 ,전라남도 해남군 해남읍 행운길 7,전라남도 해남군 해남읍 평동리 18-4,,전라남도,해남군,해남읍,전남,해남군,34.569077,126.60097,"해물탕을 전문으로 하는 곳. 보리새우, 세발낙지, 꽃게, 석화, 미더덕 등 30여 가지나 되는 재료를 넣어 해물탕을 만든다. 멸치로 만든 육수에 콩나물, 미나리를 더해 시원한 국물을 낸다.","한식(어패류), 해물탕",0
6999,등가게장,NOT,2025,061-643-0332  ,16000.0,30000.0,09:00~20:30 ,"게장정식(1만6천원), 갈치조림+게장정식(2인 이상, 1인 2만2천원)",연중무휴,,전라남도 여수시 봉산남4길 12 (봉산동),전라남도 여수시 봉산동 282-10,,전라남도,여수시,봉산동,전남,여수시,34.732742,127.71998,봉산동 게장골목에서 유명한 게장집 중 하나. 질 좋은 국산 돌게장을 사용하고 있다. 게장백반을 주문하면 간장게장과 양념게장이 나오고 10여 가지의 반찬이 깔린다. 간장게장은 1회에 한하여 리필이 가능하다.,"한식(어패류), 게장",0
7005,만석닭강정,NOT,2025,1577-9042  ,17000.0,21000.0,10:00~20:00 ,"닭강정(뼈 1만9천원, 순살 2만원), 매운맛(뼈 2만원, 순살 2만1천원), 프라이드치킨(뼈 1만7천원, 순살 1만8천원)",연중무휴,,강원특별자치도 속초시 청초호반로 72  (조양동),강원특별자치도 속초시 조양동 1549-2,,강원특별자치도,속초시,조양동,강원,속초시,38.1903417263615,128.586870278933,"속초중앙시장 내에서 유명한 닭강정집. 항상 줄을 서야 하는 곳으로, 여러 개의 튀김솥에서 계속 닭을 튀겨내고 있다. 주로 포장해서 가져가는 손님들이 많다. 식어도 맛있다는 것이 사람들의 평이다.","한식(가금류), 닭강정",0
7007,강성횟집,NOT,2025,055-681-6289  ,10000.0,80000.0,11:00~22:00 ,"모둠회(소 8만원, 중 10만원, 대 12만원, 특대 15만원), 성게비빔밥(2만3천원), 멍게비빔밥(1만5천원), 물회(기본해녀 1만5천원, 스페셜 2만5천원, 달인스페셜(2인 4만원)",연중무휴,,경상남도 거제시 일운면 지세포해안로 204,경상남도 거제시 일운면 지세포리 371,,경상남도,거제시,일운면,경남,거제시,34.831559,128.714876,"해녀가 운영하면서 직접 잡은 신선한 해산물만을 사용하는 횟집. 자연산 광어회와 농어회 등을 추천할 만하며 성게비빔밥, 물회 등도 추천할 만하다.","한식(어패류), 생선회",0
7167,산성목살,NOT,2025,051-806-5443  ,5000.0,14000.0,18:00~23:00 ,"생목살(120g 1만1천원), 생삼겹살(120g 1만2천원), 생항정살(120g 1만3천원), 된장찌개(3천원), 점심특선(5천원)",일요일 휴무,,부산광역시 부산진구 부전로66번길 36-5 (부전동),부산광역시 부산진구 부전동 516-12 병구빌딩,병구빌딩,부산광역시,부산진구,부전동,부산,부산진구(서면),35.155617,129.056739,"서면에서 인기 있는 돼지고깃집. 삼겹살보다는 두툼하게 썰어 내오는 목살이 추천 메뉴다. 뜨겁게 달군 숯불 위에 고기를 구워 먹는다. 함께 나오는 반찬은 양파무침 등으로 단출한 편이며, 식사로는 된장찌개가 있다.","한식(육류), 돼지고기구이, 삼겹살",0
